isin;name;yahoo_ticker;euronext_symbol;euronext_mic;country;pea_type;pea_confidence;size_proxy;liquidity_proxy;map_status;etage0_status;score_brut;couverture;confiance;score_effectif;comite_status;execution;decision;ta_status;ta_score_6;n_sessions;last_close;mm20;mm50;mm200;rsi14;macd_hist;atr14;bb_upper;bb_lower;rvol20;perf_1m_pct;perf_3m_pct;perf_1y_pct;above_mm20;above_mm50;above_mm200;per_ttm;per_forward;per_status;per_vs_universe_pct;per_vs_sector_pct;pb;roe;roe_api;ev_ebit;fcf_yield;dette_ebitda;marge_ebit;marge_nette;croiss_ca_3y;croiss_eps_3y;fundamentals;fundamentals_status;fundamentals_source;dividend_yield_pct;payout_ratio;dividend_status;target_price;upside_pct;eps_revision_3m;news_status;sic_score;corporate_status;volatility_20d;volatility_60d;max_drawdown_1y;beta;risk_status;scenario_bear_pct;scenario_base_pct;scenario_bull_pct;asymmetry;invalidation_level;risk_opp_status;cost_gate_status;broker_pea_confirmed;data_trust_pct;coverage_pct;evidence_level;qa_status;shadow_only;ref_version;schema_version;ta_as_of;schema_as_of;asset_class;region;markets;in_cac40;in_euronext100;in_aex;in_bel20;in_amx;in_ftse_mib;in_psi;in_euronext_growth;sources;as_of_date;distribution_policy;dividend_data_status;morningstar_rating;morningstar_category;perf_3y_pct;perf_5y_pct;rank_cat_1y;rank_cat_3y;rank_cat_5y;perf_data_status;perf_as_of;eligible_pea_note;data_enrichment_note;enrichment_as_of;euronext_name;euronext_link;ref_as_of;ohlcv_status;ohlcv_n_sessions;ohlcv_last;ohlcv_perf_1y;sector_bucket;per_sector_median;per_sector_n;per_universe_median;ta_source;roa;fundamentals_as_of;per_vs_sector;valuation_status;dividend_cagr_3y;consensus_dispersion;news_polarity;news_materiality;corporate_event;insider_signal;scenario_proba_bch;ter;spread_est_bps;decision_horizon;macro_vix;macro_curve_10y2y;macro_as_of;alt_data_note;consensus_rating;consensus_score;n_analysts;upgrades_30d;downgrades_30d;consensus_period;consensus_status;consensus_source;consensus;strong_buy;buy_n;hold_n;sell_n;strong_sell;consensus_score_prev;consensus_period_prev;consensus_delta;consensus_delta_label;delta_buy;delta_sell;n_analysts_prev;consensus_delta_status;consensus_delta_as_of;yf_status;per_ttm_yf;per_forward_yf;sector_yf;industry_yf;recommendation_key_yf;recommendation_mean_yf;n_analysts_yf;target_mean_yf;target_high_yf;target_low_yf;current_price_yf;average_rating_yf;consensus_score_yf;n_analysts_counts_yf;strong_buy_yf;buy_yf;hold_yf;sell_yf;strong_sell_yf;consensus_score_prev_yf;consensus_delta_yf;consensus_delta_label_yf;delta_buy_yf;delta_sell_yf;consensus_rating_yf;upside_pct_yf;yf_consensus_status;sector_yahoo;industry_yahoo;yf_consensus_as_of;per_fix_as_of;v182_ticker_market_symbol;v182_ticker_canonical_mic;v182_ticker_venue;v182_ticker_status;v182_ticker_validation_confidence_pct;v182_ticker_validation_source;v182_ticker_validation_url;v182_ticker_validation_class;v182_ticker_validation_as_of
IT0005508921;BANCA MPS;BMPS.MI;BMPS;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;BANCA MPS;/en/product/equities/IT0005508921-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;BMPS;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0005508921-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0000066123;BPER BANCA;BPE.MI;BPE;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;BPER BANCA;/en/product/equities/IT0000066123-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;BPE;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0000066123-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0004764699;BRUNELLO CUCINELLI;BC.MI;BC;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;BRUNELLO CUCINELLI;/en/product/equities/IT0004764699-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;BC;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0004764699-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0001347308;BUZZI;BZU.MI;BZU;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;BUZZI;/en/product/equities/IT0001347308-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;BZU;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0001347308-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
NL0015435975;CAMPARI;CPR.MI;CPR;MTAA;Netherlands;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;CAMPARI;/en/product/equities/NL0015435975-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Netherlands|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;CPR;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/NL0015435975-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0003492391;DIASORIN;DIA.MI;DIA;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;DIASORIN;/en/product/equities/IT0003492391-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;DIA;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0003492391-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
ES0127797019;EDP RENOVAVEIS;EDPR.LS;EDPR;XLIS;Spain;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;PSI;False;False;False;False;False;False;True;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;EDP RENEWABLES;/en/product/equities/ES0127797019-XLIS;2026-08-05T08:31:03;NOT_LOADED;;;;Spain|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;EDPR;XLIS;Euronext Lisbon;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/ES0127797019-XLIS;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0001250932;HERA;HER.MI;HER;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;HERA;/en/product/equities/IT0001250932-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;HER;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0001250932-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0001078911;INTERPUMP GROUP;IP.MI;IP;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;INTERPUMP GROUP;/en/product/equities/IT0001078911-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;IP;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0001078911-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0005211237;ITALGAS;IG.MI;IG;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;ITALGAS;/en/product/equities/IT0005211237-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;IG;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0005211237-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0005541336;Lottomatica Group;LTMC.MI;LTMC;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;LOTTOMATICA GROUP;/en/product/equities/IT0005541336-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;LTMC;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0005541336-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0005366767;NEXI;NEXI.MI;NEXI;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;NEXI;/en/product/equities/IT0005366767-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;NEXI;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0005366767-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
IT0005495657;SAIPEM;SPM.MI;SPM;MTAA;Italy;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;UNKNOWN;MEDIUM_INDEX;OK;WATCH;66.2;0.46;0.5;53.7;BLOCKED;SHADOW_BLOCKED;NONE;NOT_LOADED;;;;;;;;;;;;;;;;;;;;;NON_OBSERVE;;;;;;;;;;;;;NON_OBSERVE;NON_OBSERVE;;;;NON_OBSERVE;;;;NON_OBSERVE;;NON_OBSERVE;;;;;NON_OBSERVE;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;50.0;46.0;C;PARTIAL;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;FTSE MIB;False;False;False;False;False;True;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;SAIPEM;/en/product/equities/IT0005495657-MTAA;2026-08-05T08:31:03;NOT_LOADED;;;;Italy|UNKNOWN|MEDIUM_INDEX;;0;18.3493;;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";;;;;;;NON_OBSERVE;;;;;;;;;;;NON_OBSERVE;;;;NON_OBSERVE;2026-08-05T09:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-08-05T09:08:51;2026-08-05T09:14:57;SPM;XMIL;Euronext Milan;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/IT0005495657-MTAA;NORMALIZED_EXISTING_PAIR;2026-08-06
